"","feature1","feature2","OrganizationIdentifier.x","OrganizationFormalName.x","ActivityIdentifier","ActivityTypeCode","ActivityMediaName","ActivityMediaSubdivisionName","ActivityStartDate","ActivityStartTime.Time","ActivityStartTime.TimeZoneCode","ActivityEndDate","ActivityEndTime.Time","ActivityEndTime.TimeZoneCode","ActivityDepthHeightMeasure.MeasureValue","ActivityDepthHeightMeasure.MeasureUnitCode","ActivityDepthAltitudeReferencePointText","ActivityTopDepthHeightMeasure.MeasureValue","ActivityTopDepthHeightMeasure.MeasureUnitCode","ActivityBottomDepthHeightMeasure.MeasureValue","ActivityBottomDepthHeightMeasure.MeasureUnitCode","ProjectIdentifier","ActivityConductingOrganizationText","MonitoringLocationIdentifier","ActivityCommentText","SampleAquifer","HydrologicCondition","HydrologicEvent","SampleCollectionMethod.MethodIdentifier","SampleCollectionMethod.MethodIdentifierContext","SampleCollectionMethod.MethodName","SampleCollectionEquipmentName","ResultDetectionConditionText","ResultSampleFractionText","ResultMeasureValue","ResultMeasure.MeasureUnitCode","MeasureQualifierCode","ResultStatusIdentifier","StatisticalBaseCode","ResultValueTypeName","ResultWeightBasisText","ResultTimeBasisText","ResultTemperatureBasisText","ResultParticleSizeBasisText","PrecisionValue","ResultCommentText","USGSPCode","ResultDepthHeightMeasure.MeasureValue","ResultDepthHeightMeasure.MeasureUnitCode","ResultDepthAltitudeReferencePointText","SubjectTaxonomicName","SampleTissueAnatomyName","ResultAnalyticalMethod.MethodIdentifier","ResultAnalyticalMethod.MethodIdentifierContext","ResultAnalyticalMethod.MethodName","MethodDescriptionText","LaboratoryName","AnalysisStartDate","ResultLaboratoryCommentText","DetectionQuantitationLimitTypeName","DetectionQuantitationLimitMeasure.MeasureValue","DetectionQuantitationLimitMeasure.MeasureUnitCode","PreparationStartDate","ProviderName.x","OrganizationIdentifier.y","OrganizationFormalName.y","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","ProviderName.y","StName","Year","Month","Duplicated","dtec_condition","dt_Missing","u_Missing","Missing","ActivityMediaSubdivisionName2","ResultMeasure.MeasureUnitCode2","ProviderName.x2","ResultSampleFractionText2","ResultAnalyticalMethod.MethodName2"
"149","IN","Metolachlor","INSTOR_WQX","Indiana STORET","INSTOR_WQX-AB33309.CHEM","Sample-Routine","Water","","2018-06-11","12:45:00","EST","","","",NA,"","",NA,"",NA,"","2064","","INSTOR_WQX-2078","","","","","Unknown","Unknown","Unknown","Miscellaneous (Other)","","Total",0.74,"ug/l","J","Final","","Actual","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"525.2","INSTOR_WQX","525.2","","ISDH","2018-06-19","","Laboratory Reporting Level",0.18,"ug/l","","STORET","INSTOR_WQX","Indiana STORET","WAW010-0063","River/Stream","SR 931/S Reed Rd/Old US 31, Kokomo",5120107,NA,"",NA,"",40.4861111111,-86.1075,NA,"","","Unknown","UNKWN",NA,"",NA,"","","","US",18,67,"","","",NA,NA,"",NA,"","STORET","Indiana","2018",6,"No","D","No","No","No","Unknown","ug/l","STORET","Total","525.2"
"150","IN","Metolachlor","INSTOR_WQX","Indiana STORET","INSTOR_WQX-AB33491.CHEM","Sample-Routine","Water","","2018-07-03","01:30:00","EST","","","",NA,"","",NA,"",NA,"","2064","","INSTOR_WQX-2078","","","","","Unknown","Unknown","Unknown","Miscellaneous (Other)","","Total",2.2,"ug/l","","Final","","Actual","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"525.2","INSTOR_WQX","525.2","","ISDH","2018-07-10","","Laboratory Reporting Level",0.18,"ug/l","","STORET","INSTOR_WQX","Indiana STORET","WAW010-0063","River/Stream","SR 931/S Reed Rd/Old US 31, Kokomo",5120107,NA,"",NA,"",40.4861111111,-86.1075,NA,"","","Unknown","UNKWN",NA,"",NA,"","","","US",18,67,"","","",NA,NA,"",NA,"","STORET","Indiana","2018",7,"No","D","No","No","No","Unknown","ug/l","STORET","Total","525.2"
"151","IN","Metolachlor","INSTOR_WQX","Indiana STORET","INSTOR_WQX-AB33816.CHEM","Sample-Routine","Water","","2018-08-14","12:00:00","EST","","","",NA,"","",NA,"",NA,"","2064","","INSTOR_WQX-2078","","","","","Unknown","Unknown","Unknown","Miscellaneous (Other)","","Total",0.24,"ug/l","J","Final","","Actual","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"525.2","INSTOR_WQX","525.2","","ISDH","2018-08-23","","Laboratory Reporting Level",0.18,"ug/l","","STORET","INSTOR_WQX","Indiana STORET","WAW010-0063","River/Stream","SR 931/S Reed Rd/Old US 31, Kokomo",5120107,NA,"",NA,"",40.4861111111,-86.1075,NA,"","","Unknown","UNKWN",NA,"",NA,"","","","US",18,67,"","","",NA,NA,"",NA,"","STORET","Indiana","2018",8,"No","D","No","No","No","Unknown","ug/l","STORET","Total","525.2"
"152","IN","Metolachlor","INSTOR_WQX","Indiana STORET","INSTOR_WQX-AB34442.CHEM","Sample-Routine","Water","","2018-09-24","12:00:00","EST","","","",NA,"","",NA,"",NA,"","2064","","INSTOR_WQX-2078","","","","","Unknown","Unknown","Unknown","Miscellaneous (Other)","","Total",0.18,"ug/l","J","Final","","Actual","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"525.2","INSTOR_WQX","525.2","","ISDH","2018-09-27","","Laboratory Reporting Level",0.18,"ug/l","","STORET","INSTOR_WQX","Indiana STORET","WAW010-0063","River/Stream","SR 931/S Reed Rd/Old US 31, Kokomo",5120107,NA,"",NA,"",40.4861111111,-86.1075,NA,"","","Unknown","UNKWN",NA,"",NA,"","","","US",18,67,"","","",NA,NA,"",NA,"","STORET","Indiana","2018",9,"No","D","No","No","No","Unknown","ug/l","STORET","Total","525.2"
"153","IN","Metolachlor","INSTOR_WQX","Indiana STORET","INSTOR_WQX-AB35123.CHEM","Sample-Routine","Water","","2018-10-01","12:15:00","EST","","","",NA,"","",NA,"",NA,"","2064","","INSTOR_WQX-2078","","","","","Unknown","Unknown","Unknown","Miscellaneous (Other)","","Total",0.24,"ug/l","J","Final","","Actual","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"525.2","INSTOR_WQX","525.2","","ISDH","2018-10-11","","Laboratory Reporting Level",0.18,"ug/l","","STORET","INSTOR_WQX","Indiana STORET","WAW010-0063","River/Stream","SR 931/S Reed Rd/Old US 31, Kokomo",5120107,NA,"",NA,"",40.4861111111,-86.1075,NA,"","","Unknown","UNKWN",NA,"",NA,"","","","US",18,67,"","","",NA,NA,"",NA,"","STORET","Indiana","2018",10,"No","D","No","No","No","Unknown","ug/l","STORET","Total","525.2"
"154","IN","Metolachlor","INSTOR_WQX","Indiana STORET","INSTOR_WQX-AB33203.CHEM","Sample-Routine","Water","","2018-06-19","08:40:00","EST","","","",NA,"","",NA,"",NA,"","2064","","INSTOR_WQX-2437","","","","","Unknown","Unknown","Unknown","Miscellaneous (Other)","","Total",1.5,"ug/l","","Final","","Actual","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"525.2","INSTOR_WQX","525.2","","ISDH","2018-06-26","","Laboratory Reporting Level",0.18,"ug/l","","STORET","INSTOR_WQX","Indiana STORET","WWU090-0004","Canal Transport","Guilford Ave, Broad Ripple",5120201,NA,"",NA,"",39.8713111621,-86.1429435866,NA,"","","Unknown","UNKWN",NA,"",NA,"","","","US",18,97,"","","",NA,NA,"",NA,"","STORET","Indiana","2018",6,"No","D","No","No","No","Unknown","ug/l","STORET","Total","525.2"
"155","IN","Metolachlor","INSTOR_WQX","Indiana STORET","INSTOR_WQX-AB33571.CHEM","Sample-Routine","Water","","2018-07-17","08:40:00","EST","","","",NA,"","",NA,"",NA,"","2064","","INSTOR_WQX-2437","","","","","Unknown","Unknown","Unknown","Miscellaneous (Other)","","Total",0.18,"ug/l","J","Final","","Actual","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"525.2","INSTOR_WQX","525.2","","ISDH","2018-07-24","","Laboratory Reporting Level",0.18,"ug/l","","STORET","INSTOR_WQX","Indiana STORET","WWU090-0004","Canal Transport","Guilford Ave, Broad Ripple",5120201,NA,"",NA,"",39.8713111621,-86.1429435866,NA,"","","Unknown","UNKWN",NA,"",NA,"","","","US",18,97,"","","",NA,NA,"",NA,"","STORET","Indiana","2018",7,"No","D","No","No","No","Unknown","ug/l","STORET","Total","525.2"
"156","IN","Metolachlor","INSTOR_WQX","Indiana STORET","INSTOR_WQX-AB33896.CHEM","Sample-Routine","Water","","2018-08-21","08:45:00","EST","","","",NA,"","",NA,"",NA,"","2064","","INSTOR_WQX-2437","","","","","Unknown","Unknown","Unknown","Miscellaneous (Other)","","Total",0.26,"ug/l","J","Final","","Actual","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"525.2","INSTOR_WQX","525.2","","ISDH","2018-08-23","","Laboratory Reporting Level",0.18,"ug/l","","STORET","INSTOR_WQX","Indiana STORET","WWU090-0004","Canal Transport","Guilford Ave, Broad Ripple",5120201,NA,"",NA,"",39.8713111621,-86.1429435866,NA,"","","Unknown","UNKWN",NA,"",NA,"","","","US",18,97,"","","",NA,NA,"",NA,"","STORET","Indiana","2018",8,"No","D","No","No","No","Unknown","ug/l","STORET","Total","525.2"
"157","IN","Metolachlor","INSTOR_WQX","Indiana STORET","INSTOR_WQX-AB33215.CHEM","Sample-Routine","Water","","2018-06-12","07:50:00","EST","","","",NA,"","",NA,"",NA,"","2064","","INSTOR_WQX-2618","","","","","Unknown","Unknown","Unknown","Miscellaneous (Other)","","Total",2.9,"ug/l","J","Final","","Actual","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"525.2","INSTOR_WQX","525.2","","ISDH","2018-06-19","","Laboratory Reporting Level",0.18,"ug/l","","STORET","INSTOR_WQX","Indiana STORET","WEU040-0001","River/Stream","CR 725 N, above Seymour Waterworks Dam at boat ramp",5120206,NA,"",NA,"",38.9870094704,-85.8983720647,NA,"","","Unknown","UNKWN",NA,"",NA,"","","","US",18,71,"","","",NA,NA,"",NA,"","STORET","Indiana","2018",6,"No","D","No","No","No","Unknown","ug/l","STORET","Total","525.2"
"158","IN","Metolachlor","INSTOR_WQX","Indiana STORET","INSTOR_WQX-AB33208.CHEM","Sample-Routine","Water","","2018-06-19","10:40:00","EST","","","",NA,"","",NA,"",NA,"","2064","","INSTOR_WQX-16097","","","","","Unknown","Unknown","Unknown","Miscellaneous (Other)","","Total",1.1,"ug/l","","Final","","Actual","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"525.2","INSTOR_WQX","525.2","","ISDH","2018-06-26","","Laboratory Reporting Level",0.18,"ug/l","","STORET","INSTOR_WQX","Indiana STORET","WWU-11-0007","River/Stream","Maloney Rd",5120201,NA,"",NA,"",39.885829,-86.355542,NA,"","","Unknown","UNKWN",NA,"",NA,"","","","US",18,63,"","","",NA,NA,"",NA,"","STORET","Indiana","2018",6,"No","D","No","No","No","Unknown","ug/l","STORET","Total","525.2"
"159","IN","Metolachlor","INSTOR_WQX","Indiana STORET","INSTOR_WQX-AB33576.CHEM","Sample-Routine","Water","","2018-07-17","10:45:00","EST","","","",NA,"","",NA,"",NA,"","2064","","INSTOR_WQX-16097","","","","","Unknown","Unknown","Unknown","Miscellaneous (Other)","","Total",0.6,"ug/l","J","Final","","Actual","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"525.2","INSTOR_WQX","525.2","","ISDH","2018-07-24","","Laboratory Reporting Level",0.18,"ug/l","","STORET","INSTOR_WQX","Indiana STORET","WWU-11-0007","River/Stream","Maloney Rd",5120201,NA,"",NA,"",39.885829,-86.355542,NA,"","","Unknown","UNKWN",NA,"",NA,"","","","US",18,63,"","","",NA,NA,"",NA,"","STORET","Indiana","2018",7,"No","D","No","No","No","Unknown","ug/l","STORET","Total","525.2"
"160","IN","Metolachlor","INSTOR_WQX","Indiana STORET","INSTOR_WQX-AB33209.CHEM","Sample-Routine","Water","","2018-06-19","11:00:00","EST","","","",NA,"","",NA,"",NA,"","2064","","INSTOR_WQX-16107","","","","","Unknown","Unknown","Unknown","Miscellaneous (Other)","","Total",0.32,"ug/l","","Final","","Actual","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"525.2","INSTOR_WQX","525.2","","ISDH","2018-06-26","","Laboratory Reporting Level",0.18,"ug/l","","STORET","INSTOR_WQX","Indiana STORET","WWU-11-0009","River/Stream","Noble Dr",5120201,NA,"",NA,"",39.847356,-86.346527,NA,"","","Unknown","UNKWN",NA,"",NA,"","","","US",18,63,"","","",NA,NA,"",NA,"","STORET","Indiana","2018",6,"No","D","No","No","No","Unknown","ug/l","STORET","Total","525.2"
"161","IN","Metolachlor","INSTOR_WQX","Indiana STORET","INSTOR_WQX-AB33577.CHEM","Sample-Routine","Water","","2018-07-17","11:05:00","EST","","","",NA,"","",NA,"",NA,"","2064","","INSTOR_WQX-16107","","","","","Unknown","Unknown","Unknown","Miscellaneous (Other)","","Total",0.32,"ug/l","J","Final","","Actual","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"525.2","INSTOR_WQX","525.2","","ISDH","2018-07-24","","Laboratory Reporting Level",0.18,"ug/l","","STORET","INSTOR_WQX","Indiana STORET","WWU-11-0009","River/Stream","Noble Dr",5120201,NA,"",NA,"",39.847356,-86.346527,NA,"","","Unknown","UNKWN",NA,"",NA,"","","","US",18,63,"","","",NA,NA,"",NA,"","STORET","Indiana","2018",7,"No","D","No","No","No","Unknown","ug/l","STORET","Total","525.2"
"162","IN","Metolachlor","INSTOR_WQX","Indiana STORET","INSTOR_WQX-AB32801.CHEM","Sample-Routine","Water","","2018-05-21","12:30:00","EST","","","",NA,"","",NA,"",NA,"","2064","","INSTOR_WQX-2009","","","","","Unknown","Unknown","Unknown","Miscellaneous (Other)","","Total",1.2,"ug/l","","Final","","Actual","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"525.2","INSTOR_WQX","525.2","","ISDH","2018-05-23","","Laboratory Reporting Level",0.18,"ug/l","","STORET","INSTOR_WQX","Indiana STORET","LEJ100-0003","River/Stream","Tennessee St Bridge, Fort Wayne",4100003,NA,"",NA,"",41.0891666666,-85.1291666666,NA,"","","Unknown","UNKWN",NA,"",NA,"","","","US",18,3,"","","",NA,NA,"",NA,"","STORET","Indiana","2018",5,"No","D","No","No","No","Unknown","ug/l","STORET","Total","525.2"
"163","IN","Metolachlor","INSTOR_WQX","Indiana STORET","INSTOR_WQX-AB33805.CHEM","Sample-Routine","Water","","2018-08-07","11:05:00","EST","","","",NA,"","",NA,"",NA,"","2064","","INSTOR_WQX-2009","","","","","Unknown","Unknown","Unknown","Miscellaneous (Other)","","Total",0.18,"ug/l","J","Final","","Actual","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"525.2","INSTOR_WQX","525.2","","ISDH","2018-08-14","","Laboratory Reporting Level",0.18,"ug/l","","STORET","INSTOR_WQX","Indiana STORET","LEJ100-0003","River/Stream","Tennessee St Bridge, Fort Wayne",4100003,NA,"",NA,"",41.0891666666,-85.1291666666,NA,"","","Unknown","UNKWN",NA,"",NA,"","","","US",18,3,"","","",NA,NA,"",NA,"","STORET","Indiana","2018",8,"No","D","No","No","No","Unknown","ug/l","STORET","Total","525.2"
"164","IN","Metolachlor","INSTOR_WQX","Indiana STORET","INSTOR_WQX-AB35112.CHEM","Sample-Routine","Water","","2018-10-23","11:40:00","EST","","","",NA,"","",NA,"",NA,"","2064","","INSTOR_WQX-2009","","","","","Unknown","Unknown","Unknown","Miscellaneous (Other)","","Total",0.18,"ug/l","J","Final","","Actual","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"525.2","INSTOR_WQX","525.2","","ISDH","2018-10-30","","Laboratory Reporting Level",0.18,"ug/l","","STORET","INSTOR_WQX","Indiana STORET","LEJ100-0003","River/Stream","Tennessee St Bridge, Fort Wayne",4100003,NA,"",NA,"",41.0891666666,-85.1291666666,NA,"","","Unknown","UNKWN",NA,"",NA,"","","","US",18,3,"","","",NA,NA,"",NA,"","STORET","Indiana","2018",10,"No","D","No","No","No","Unknown","ug/l","STORET","Total","525.2"
"165","IN","Metolachlor","INSTOR_WQX","Indiana STORET","INSTOR_WQX-AB35332.CHEM","Sample-Routine","Water","","2018-11-06","11:10:00","EST","","","",NA,"","",NA,"",NA,"","2064","","INSTOR_WQX-2009","","","","","Unknown","Unknown","Unknown","Miscellaneous (Other)","","Total",0.18,"ug/l","J","Final","","Actual","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"525.2","INSTOR_WQX","525.2","","ISDH","2018-11-13","","Laboratory Reporting Level",0.18,"ug/l","","STORET","INSTOR_WQX","Indiana STORET","LEJ100-0003","River/Stream","Tennessee St Bridge, Fort Wayne",4100003,NA,"",NA,"",41.0891666666,-85.1291666666,NA,"","","Unknown","UNKWN",NA,"",NA,"","","","US",18,3,"","","",NA,NA,"",NA,"","STORET","Indiana","2018",11,"No","D","No","No","No","Unknown","ug/l","STORET","Total","525.2"
"166","IN","Metolachlor","INSTOR_WQX","Indiana STORET","INSTOR_WQX-AB33327.CHEM","Sample-Routine","Water","","2018-06-21","12:40:00","EST","","","",NA,"","",NA,"",NA,"","2064","","INSTOR_WQX-7493","","","","","Unknown","Unknown","Unknown","Miscellaneous (Other)","","Total",0.38,"ug/l","","Final","","Actual","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"525.2","INSTOR_WQX","525.2","","ISDH","2018-06-27","","Laboratory Reporting Level",0.18,"ug/l","","STORET","INSTOR_WQX","Indiana STORET","LMJ240-0026","River/Stream","Boat ramp 300 ft upstream of Mishawaka Ave Bridge @ Merrifield Pk",4050001,NA,"",NA,"",41.6663888888,-86.1677777777,NA,"","","Unknown","UNKWN",NA,"",NA,"","","","US",18,141,"","","",NA,NA,"",NA,"","STORET","Indiana","2018",6,"No","D","No","No","No","Unknown","ug/l","STORET","Total","525.2"
"167","IN","Metolachlor","INSTOR_WQX","Indiana STORET","INSTOR_WQX-AB32995.CHEM","Sample-Routine","Water","","2018-05-16","10:10:00","EST","","","",NA,"","",NA,"",NA,"","2064","","INSTOR_WQX-2402","","","","","Unknown","Unknown","Unknown","Miscellaneous (Other)","","Total",0.18,"ug/l","","Final","","Actual","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"525.2","INSTOR_WQX","525.2","","ISDH","2018-05-23","","Laboratory Reporting Level",0.18,"ug/l","","STORET","INSTOR_WQX","Indiana STORET","WWU010-0001","River/Stream","Memorial Dr, Muncie",5120201,NA,"",NA,"",40.1783333333,-85.3422222222,NA,"","","Unknown","UNKWN",NA,"",NA,"","","","US",18,35,"","","",NA,NA,"",NA,"","STORET","Indiana","2018",5,"No","D","No","No","No","Unknown","ug/l","STORET","Total","525.2"
"168","IN","Metolachlor","INSTOR_WQX","Indiana STORET","INSTOR_WQX-AB33372.CHEM","Sample-Routine","Water","","2018-06-21","09:45:00","EST","","","",NA,"","",NA,"",NA,"","2064","","INSTOR_WQX-2402","","","","","Unknown","Unknown","Unknown","Miscellaneous (Other)","","Total",2.3,"ug/l","","Final","","Actual","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"525.2","INSTOR_WQX","525.2","","ISDH","2018-06-26","","Laboratory Reporting Level",0.18,"ug/l","","STORET","INSTOR_WQX","Indiana STORET","WWU010-0001","River/Stream","Memorial Dr, Muncie",5120201,NA,"",NA,"",40.1783333333,-85.3422222222,NA,"","","Unknown","UNKWN",NA,"",NA,"","","","US",18,35,"","","",NA,NA,"",NA,"","STORET","Indiana","2018",6,"No","D","No","No","No","Unknown","ug/l","STORET","Total","525.2"
"169","IN","Metolachlor","INSTOR_WQX","Indiana STORET","INSTOR_WQX-AB33663.CHEM","Sample-Routine","Water","","2018-07-11","10:05:00","EST","","","",NA,"","",NA,"",NA,"","2064","","INSTOR_WQX-2402","","","","","Unknown","Unknown","Unknown","Miscellaneous (Other)","","Total",0.24,"ug/l","J","Final","","Actual","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"525.2","INSTOR_WQX","525.2","","ISDH","2018-07-18","","Laboratory Reporting Level",0.18,"ug/l","","STORET","INSTOR_WQX","Indiana STORET","WWU010-0001","River/Stream","Memorial Dr, Muncie",5120201,NA,"",NA,"",40.1783333333,-85.3422222222,NA,"","","Unknown","UNKWN",NA,"",NA,"","","","US",18,35,"","","",NA,NA,"",NA,"","STORET","Indiana","2018",7,"No","D","No","No","No","Unknown","ug/l","STORET","Total","525.2"
"170","IN","Metolachlor","INSTOR_WQX","Indiana STORET","INSTOR_WQX-AB33997.CHEM","Sample-Routine","Water","","2018-08-21","10:30:00","EST","","","",NA,"","",NA,"",NA,"","2064","","INSTOR_WQX-2402","","","","","Unknown","Unknown","Unknown","Miscellaneous (Other)","","Total",0.22,"ug/l","J","Final","","Actual","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"525.2","INSTOR_WQX","525.2","","ISDH","2018-08-23","","Laboratory Reporting Level",0.18,"ug/l","","STORET","INSTOR_WQX","Indiana STORET","WWU010-0001","River/Stream","Memorial Dr, Muncie",5120201,NA,"",NA,"",40.1783333333,-85.3422222222,NA,"","","Unknown","UNKWN",NA,"",NA,"","","","US",18,35,"","","",NA,NA,"",NA,"","STORET","Indiana","2018",8,"No","D","No","No","No","Unknown","ug/l","STORET","Total","525.2"
"171","IN","Metolachlor","INSTOR_WQX","Indiana STORET","INSTOR_WQX-AB34599.CHEM","Sample-Routine","Water","","2018-09-13","09:55:00","EST","","","",NA,"","",NA,"",NA,"","2064","","INSTOR_WQX-2402","","","","","Unknown","Unknown","Unknown","Miscellaneous (Other)","","Total",0.2,"ug/l","","Final","","Actual","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"525.2","INSTOR_WQX","525.2","","ISDH","2018-09-20","","Laboratory Reporting Level",0.18,"ug/l","","STORET","INSTOR_WQX","Indiana STORET","WWU010-0001","River/Stream","Memorial Dr, Muncie",5120201,NA,"",NA,"",40.1783333333,-85.3422222222,NA,"","","Unknown","UNKWN",NA,"",NA,"","","","US",18,35,"","","",NA,NA,"",NA,"","STORET","Indiana","2018",9,"No","D","No","No","No","Unknown","ug/l","STORET","Total","525.2"
"172","KY","Metolachlor","USGS-KY","USGS Kentucky Water Science Center","nwisky.01.01800034","Sample-Routine","Water","Surface Water","2018-01-19","14:50:00","CST","","","",NA,"",NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-03609750","MM-53584A",NA,"Stable, high stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-96 bag sampler","","Dissolved",7.2,"ng/l","","Accepted","","Actual","",NA,NA,NA,NA,"The holding time for the processing of this sample has been exceeded",65090,NA,NA,NA,NA,NA,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS","USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","2018-02-17","holding time exceededbelow the reporting level but at or above the detection levelsee result comment","",NA,"","2018-02-16","NWIS","USGS-KY","USGS Kentucky Water Science Center","TENNESSEE RIVER AT HIGHWAY 60 NEAR PADUCAH, KY","Stream","",6040006,40330,"sq mi",NA,"",37.037835,-88.5294898,NA,".01","seconds","Interpolated from MAP.","NAD83",NA,"",NA,"","","","US",21,145,"","","",NA,NA,"",NA,"","NWIS","Kentucky","2018",1,"No","D","No","No","No","Surface Water","ng/l","NWIS","Dissolved","Pesticides, wf, dir inj LC/MS/MS"
"173","KY","Metolachlor","USGS-KY","USGS Kentucky Water Science Center","nwisky.01.01800045","Sample-Routine","Water","Surface Water","2018-02-07","10:40:00","CST","","","",NA,"",NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-03609750","MM-53762A",NA,"Falling stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-96 bag sampler","","Dissolved",7.7,"ng/l","","Accepted","","Estimated","",NA,NA,NA,NA,"",65090,NA,NA,NA,NA,NA,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS","USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","2018-02-17","result may be affected by interferencebelow the reporting level but at or above the detection level","",NA,"","2018-02-12","NWIS","USGS-KY","USGS Kentucky Water Science Center","TENNESSEE RIVER AT HIGHWAY 60 NEAR PADUCAH, KY","Stream","",6040006,40330,"sq mi",NA,"",37.037835,-88.5294898,NA,".01","seconds","Interpolated from MAP.","NAD83",NA,"",NA,"","","","US",21,145,"","","",NA,NA,"",NA,"","NWIS","Kentucky","2018",2,"No","D","No","No","No","Surface Water","ng/l","NWIS","Dissolved","Pesticides, wf, dir inj LC/MS/MS"
"174","KY","Metolachlor","USGS-KY","USGS Kentucky Water Science Center","nwisky.01.01800049","Sample-Routine","Water","Surface Water","2018-02-20","12:00:00","CST","","","",NA,"",NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-03609750","MM-53763A",NA,"Rising stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-96 bag sampler","","Dissolved",5.6,"ng/l","","Accepted","","Actual","",NA,NA,NA,NA,"",65090,NA,NA,NA,NA,NA,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS","USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","2018-03-10","below the reporting level but at or above the detection level","",NA,"","2018-03-06","NWIS","USGS-KY","USGS Kentucky Water Science Center","TENNESSEE RIVER AT HIGHWAY 60 NEAR PADUCAH, KY","Stream","",6040006,40330,"sq mi",NA,"",37.037835,-88.5294898,NA,".01","seconds","Interpolated from MAP.","NAD83",NA,"",NA,"","","","US",21,145,"","","",NA,NA,"",NA,"","NWIS","Kentucky","2018",2,"No","D","No","No","No","Surface Water","ng/l","NWIS","Dissolved","Pesticides, wf, dir inj LC/MS/MS"
